regime,strategy_name,runs,eligible_runs,median_profit_factor,median_sharpe,median_max_drawdown,median_gross_return,median_total_return,median_cost_drag,total_fees,total_slippage,total_funding,total_execution_risk,total_partial_fill_cost,median_avg_gross_exposure,total_trades,two_leg_runs,spread_runs
ALL,Feature Importance Model,4,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0
ALL,Trade Outcome Predictor,4,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0
ALL,Profile Match,4,0,0.4825815934528185,-0.7677530087639832,0.09378838516223673,-0.0014370544015528952,-0.04981880730267285,0.048381752901119957,0.05,0.048,0.1990897064679371,0.024,0.0008,0.9788749999999999,42,4,0
ALL,Meta Model,4,0,0.31718738888261644,-1.815846551615056,0.12539368694731665,-0.027335251147953543,-0.09075735406791857,0.06342210291996503,0.0875,0.08400000000000002,0.20172462131266777,0.04200000000000001,0.0014,0.9869583333333334,72,4,0
ALL,ML Confidence,4,0,0.28801154712959687,-2.061273211222309,0.12857197553925057,-0.031036310986739646,-0.09424430935002798,0.06320799836328833,0.0875,0.08400000000000002,0.20172462131266777,0.04200000000000001,0.0014,0.9869583333333334,72,4,0
bear,Feature Importance Model,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
bear,Trade Outcome Predictor,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
bear,ML Confidence,2,0,0.0,-9.34131007336809,0.04756704019722659,-0.026791928562608036,-0.031376778732102484,0.004584850169494448,0.0037500000000000003,0.0036000000000000003,0.00010830215152283275,0.0018000000000000002,6.000000000000001e-05,0.9897959183673469,4,2,0
bear,Meta Model,2,0,0.0,-9.315733813731372,0.04756704019722659,-0.026709396734212465,-0.03129435299886729,0.004584956264654827,0.0037500000000000003,0.0036000000000000003,0.0001077184985071508,0.0018000000000000002,6.000000000000001e-05,0.9795918367346939,4,2,0
bear,Profile Match,2,0,0.0,-10.679347648305242,0.049227053322392744,-0.02911997125173449,-0.03363763287479593,0.004517661623061442,0.0037500000000000003,0.0036000000000000003,0.0001065511924757869,0.0018000000000000002,6.000000000000001e-05,0.9591836734693877,4,2,0
bull,Feature Importance Model,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
bull,Profile Match,2,0,inf,7.982012472143708,0.014732319742957412,0.02707474394531717,0.025373183126274346,0.0017015608190428244,0.00125,0.0012000000000000001,0.00024384771961636826,0.0006000000000000001,2e-05,0.896551724137931,2,2,0
bull,Trade Outcome Predictor,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
bull,Meta Model,2,0,0.800342901333674,-1.5907018655623864,0.03072370988178552,0.0020642508830115425,-0.005753406582408693,0.007817657465420236,0.00625,0.006,0.00024384771961636826,0.003,0.00010000000000000002,0.896551724137931,6,2,0
bull,ML Confidence,2,0,0.6672494972317402,-2.92373670926413,0.03524717921815107,-0.0023648534254143705,-0.010146080012777947,0.007781226587363577,0.00625,0.006,0.00024384771961636826,0.003,0.00010000000000000002,0.896551724137931,6,2,0
crisis,Feature Importance Model,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
crisis,Trade Outcome Predictor,2,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
crisis,Meta Model,2,0,0.6298167402295893,-1.1260849805430377,0.12388620400539893,-0.006694151840570761,-0.039550450438288864,0.0328562985977181,0.01625,0.015600000000000003,0.02758333333333334,0.007800000000000001,0.00026000000000000003,0.9981905910735827,14,2,0
crisis,ML Confidence,2,0,0.617643633287922,-1.191764973825262,0.12578755363735733,-0.008920850885227316,-0.041710898110008665,0.03279004722478135,0.01625,0.015600000000000003,0.02758333333333334,0.007800000000000001,0.00026000000000000003,0.9981905910735827,14,2,0
crisis,Profile Match,2,0,0.2108293442158601,-2.5709613628009724,0.1194571960769612,-0.059250785741113865,-0.0847249760156491,0.025474190274535236,0.01125,0.0108,0.02733333333333334,0.0054,0.00018,0.9891435464414958,10,2,0
range,Feature Importance Model,4,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0
range,Trade Outcome Predictor,4,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0
range,ML Confidence,4,0,0.267469342095427,-1.8401139585987756,0.11057134176780521,-0.0305612971751118,-0.08451797362240232,0.05395667644729052,0.0775,0.0744,0.17360683048130632,0.0372,0.0012400000000000002,0.9830245560902087,64,4,0
range,Meta Model,4,0,0.136802077617954,-2.26166966365309,0.11377428918518237,-0.03656413546816034,-0.09211149708372829,0.05554736161556795,0.0825,0.0792,0.17360683048130632,0.0396,0.00132,0.9830245560902087,68,4,0
range,Profile Match,4,0,0.06835740034366389,-1.4021681097118988,0.08627536671964572,-0.015116720955403673,-0.055630034984529564,0.04051331402912589,0.045,0.0432,0.17097191563657568,0.0216,0.0007199999999999999,0.9734304600098334,38,4,0
