model_name,model_family,folds,median_baseline_profit_factor,median_baseline_sharpe,worst_baseline_drawdown,median_baseline_expectancy,total_baseline_trades,median_filtered_profit_factor,median_filtered_sharpe,worst_filtered_drawdown,median_filtered_expectancy,total_filtered_trades,median_precision,median_recall,median_auc,median_take_rate,profit_factor_delta,sharpe_delta,drawdown_delta,expectancy_delta,trade_count_delta,promising,dependency_note
logistic_regression,linear,5,0.1400789350279584,-6.262179024343247,1.0000000000000004,-0.041300229582466645,560,0.17112444901185367,-3.3391149671865588,0.9804695802940256,-0.0593901396673315,140,0.35,0.22580645161290322,0.7130434782608696,0.17857142857142858,0.031045513983895268,3.5887271150545033,-0.24232308103538225,0.029452469724854036,-92,True,
gradient_boosting_fallback,boosted_tree_fallback,5,0.1400789350279584,-6.262179024343247,1.0000000000000004,-0.041300229582466645,560,0.9923390070174227,-0.006113506004389857,1.0000000000785172,-0.00016108625954356728,102,0.3333333333333333,0.125,0.632616487455197,0.0625,0.7313452385528447,6.256065518338858,-0.7824655920568095,0.0346356511570698,-105,False,xgboost_and_lightgbm_not_installed
