scope,model_name,pairs,rows,take_rows,take_rate,baseline_trade_count,baseline_mean_return,baseline_total_return,baseline_profit_factor,baseline_sharpe,baseline_drawdown,taken_trade_count,taken_mean_return,taken_total_return,taken_profit_factor,taken_sharpe,taken_drawdown,taken_win_rate,skipped_mean_return
aggregate,logistic_regression,BNB-USD-LINK-USD;BTC-USD-AVAX-USD;BTC-USD-ETH-USD;BTC-USD-LINK-USD;BTC-USD-SOL-USD;BTCUSDT-ETHUSDT;BTCUSDT-SOLUSDT;DOGE-USD-LTC-USD;DOGE-USD-XRP-USD;ETH-USD-AVAX-USD;ETH-USD-LINK-USD;ETH-USD-SOL-USD;ETHUSDT-SOLUSDT;SOL-USD-AVAX-USD;SOL-USD-LINK-USD,560,140,0.25,560,-0.08513524541670375,-1.0,0.1063156829298947,-11.56608053799313,1.0000000000000004,140,-0.033307057840647,-0.9939911466375172,0.32121767340242185,-5.574943598212438,0.9988961350223298,0.38571428571428573,-0.10241130794205601
aggregate,gradient_boosting_fallback,BNB-USD-LINK-USD;BTC-USD-AVAX-USD;BTC-USD-ETH-USD;BTC-USD-LINK-USD;BTC-USD-SOL-USD;BTCUSDT-ETHUSDT;BTCUSDT-SOLUSDT;DOGE-USD-LTC-USD;DOGE-USD-XRP-USD;ETH-USD-AVAX-USD;ETH-USD-LINK-USD;ETH-USD-SOL-USD;ETHUSDT-SOLUSDT;SOL-USD-AVAX-USD;SOL-USD-LINK-USD,560,102,0.18214285714285713,560,-0.08513524541670375,-1.0,0.1063156829298947,-11.56608053799313,1.0000000000000004,102,-0.13976853922177362,-0.999999999998992,0.12405219978860067,-5.079779488308863,1.0000000000785172,0.46078431372549017,-0.0729680053116445
