rank,pair,asset_x,asset_y,interval,source_group,sharpe,returns_total,returns_total_pct,passes_strict_sharpe_returns,execution_bucket,execution_blockers,research_blockers_only,x_volume_24h,y_volume_24h,x_open_interest,y_open_interest,history_rows,hurst,max_drawdown,pair_history_path,recommended_action
1,EUR-USD/FIL-USD,EUR-USD,FIL-USD,daily,cw_backtest_history_import,2.7784205720334625,0.29746466038575536,29.746466,True,REJECT_MISSING_MARKET,EUR-USD_missing_from_apify_dydx;FIL-USD_thin_24h_volume_under_10k,hurst_not_mean_reverting,,1511.5328,,69610.0,365,0.9340852913578556,-0.012028458663499912,data/raw/pair_details/pair_EUR-USD_FIL-USD_Dydx_Daily_365_daily_cw_backtest_history.json,skip_until_execution_blocker_clears
2,BLUR-USD/ETHFI-USD,BLUR-USD,ETHFI-USD,daily,cw_backtest_history_import,1.9063435329625242,0.5448460294000692,54.484603,False,REJECT_EXECUTION_NOW,BLUR-USD_zero_24h_volume;ETHFI-USD_zero_24h_volume;ETHFI-USD_thin_open_interest_under_1k,sharpe_below_strict_2;hurst_not_mean_reverting,0.0,0.0,778580.0,857.0,365,1.109877613711492,-0.11964806590408594,data/raw/pair_details/pair_BLUR-USD_ETHFI-USD_Dydx_Daily_365_daily_cw_backtest_history.json,skip_until_execution_blocker_clears
3,ETH-USD/MORPHO-USD,ETH-USD,MORPHO-USD,Daily,fresh_api_scanner,1.430484,0.82324696,82.324696,False,REJECT_MISSING_MARKET,MORPHO-USD_missing_from_apify_dydx,sharpe_below_strict_2,6309986.622,,14390.661,,,,,,skip_until_execution_blocker_clears
4,DOGE-USD/MORPHO-USD,DOGE-USD,MORPHO-USD,Daily,fresh_api_scanner,1.3574277,0.23024523,23.024523,False,REJECT_MISSING_MARKET,MORPHO-USD_missing_from_apify_dydx,sharpe_below_strict_2,172527.23,,3058100.0,,,,,,skip_until_execution_blocker_clears
5,DOGE-USD/ORDI-USD,DOGE-USD,ORDI-USD,Daily,fresh_api_scanner,1.1703709,0.44486666,44.486666,False,REJECT_MISSING_MARKET,ORDI-USD_missing_from_apify_dydx,sharpe_below_strict_2,172527.23,,3058100.0,,,,,,skip_until_execution_blocker_clears
6,ENS-USD/MOVE-USD,ENS-USD,MOVE-USD,Hourly,fresh_api_scanner,0.98877144,0.21377349,21.377349,False,REJECT_MISSING_MARKET,ENS-USD_missing_from_apify_dydx;MOVE-USD_missing_from_apify_dydx,sharpe_below_strict_2,,,,,,,,,skip_until_execution_blocker_clears
7,DOGE-USD/EIGEN-USD,DOGE-USD,EIGEN-USD,Daily,fresh_api_scanner,0.17394543,0.23283796,23.283796,False,REJECT_MISSING_MARKET,EIGEN-USD_missing_from_apify_dydx,sharpe_below_strict_2,172527.23,,3058100.0,,,,,,skip_until_execution_blocker_clears
