pair,regime,strategy_id,strategy_name,family,runs,eligible_runs,median_profit_factor,median_sharpe,median_max_drawdown,total_trades
BTC-USD-SOL-USD,ALL,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,ALL,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,ALL,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,ALL,37,Pure Copula Portfolio,portfolio,2,0,0.13101599166395922,-3.5241704672999266,0.36024704652264733,188
BTC-USD-SOL-USD,ALL,28,Copula Tail Risk Sizing,portfolio,2,0,0.1087967168167491,-3.40350066099803,0.3459905011529519,148
BTC-USD-SOL-USD,crisis,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,crisis,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,crisis,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,crisis,37,Pure Copula Portfolio,portfolio,2,0,0.4589771947337289,-2.4469505351544028,0.1382545325580274,30
BTC-USD-SOL-USD,crisis,28,Copula Tail Risk Sizing,portfolio,2,0,0.38861991422705205,-2.9320984869522118,0.1522890540618187,26
BTC-USD-SOL-USD,range,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,range,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,range,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
BTC-USD-SOL-USD,range,37,Pure Copula Portfolio,portfolio,2,0,0.10874432856998363,-4.486518502519372,0.3542653438321337,180
BTC-USD-SOL-USD,range,28,Copula Tail Risk Sizing,portfolio,2,0,0.06520697726459856,-4.076989882876822,0.3256525418886267,140
SOL-USD-LINK-USD,ALL,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,ALL,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,ALL,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,ALL,37,Pure Copula Portfolio,portfolio,2,0,0.2054892172461894,-5.453458747272215,0.13967599942132675,34
SOL-USD-LINK-USD,ALL,28,Copula Tail Risk Sizing,portfolio,2,0,0.17966538507524613,-6.00964389342057,0.14503269435749794,30
SOL-USD-LINK-USD,bear,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bear,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bear,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bear,28,Copula Tail Risk Sizing,portfolio,2,0,0.0,-9.34131007336809,0.04756704019722659,4
SOL-USD-LINK-USD,bear,37,Pure Copula Portfolio,portfolio,2,0,0.0,-9.34131007336809,0.04756704019722659,4
SOL-USD-LINK-USD,bull,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bull,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bull,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,bull,37,Pure Copula Portfolio,portfolio,2,0,0.2844208206171074,-12.624158606194376,0.07280539042006043,16
SOL-USD-LINK-USD,bull,28,Copula Tail Risk Sizing,portfolio,2,0,0.25698263866966203,-14.556304784940618,0.07898586279334818,16
SOL-USD-LINK-USD,range,25,Pair Ranking Strategy,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,range,26,Portfolio Rotation,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,range,27,Risk Adjusted Ranking,portfolio,2,0,inf,0.0,0.0,0
SOL-USD-LINK-USD,range,37,Pure Copula Portfolio,portfolio,2,0,0.16667327196444767,-7.055804341626322,0.11569914594682126,30
SOL-USD-LINK-USD,range,28,Copula Tail Risk Sizing,portfolio,2,0,0.16152737654621468,-6.677130175560093,0.10650759341680924,26
