rank,pair_id,asset_x,asset_y,selector_score,candidate_trades_24h,candidate_volume_24h,candidate_oracle_price,fetch_command,request_template_command,sample_size_note,notes
82,btc_shib,BTC-USD,SHIB-USD,1.865113,14.0,790.853,4.274704592e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y SHIB-USD --pair-id btc_shib --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y SHIB-USD --pair-id btc_shib --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
83,eth_shib,ETH-USD,SHIB-USD,1.865113,14.0,790.853,4.274704592e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y SHIB-USD --pair-id eth_shib --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y SHIB-USD --pair-id eth_shib --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
84,sol_shib,SOL-USD,SHIB-USD,1.865113,14.0,790.853,4.274704592e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y SHIB-USD --pair-id sol_shib --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y SHIB-USD --pair-id sol_shib --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
85,btc_chz,BTC-USD,CHZ-USD,1.663076,46.0,43.6213,0.0179484618,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y CHZ-USD --pair-id btc_chz --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y CHZ-USD --pair-id btc_chz --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
86,eth_chz,ETH-USD,CHZ-USD,1.663076,46.0,43.6213,0.0179484618,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y CHZ-USD --pair-id eth_chz --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y CHZ-USD --pair-id eth_chz --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
87,sol_chz,SOL-USD,CHZ-USD,1.663076,46.0,43.6213,0.0179484618,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y CHZ-USD --pair-id sol_chz --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y CHZ-USD --pair-id sol_chz --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
88,btc_dydx,BTC-USD,DYDX-USD,1.614177,14.0,185.76971,0.160767079,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y DYDX-USD --pair-id btc_dydx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y DYDX-USD --pair-id btc_dydx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
89,eth_dydx,ETH-USD,DYDX-USD,1.614177,14.0,185.76971,0.160767079,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y DYDX-USD --pair-id eth_dydx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y DYDX-USD --pair-id eth_dydx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
90,sol_dydx,SOL-USD,DYDX-USD,1.614177,14.0,185.76971,0.160767079,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y DYDX-USD --pair-id sol_dydx --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y DYDX-USD --pair-id sol_dydx --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
91,btc_wif,BTC-USD,WIF-USD,1.593076,2.0,1848.3,0.163954074,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y WIF-USD --pair-id btc_wif --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y WIF-USD --pair-id btc_wif --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
92,eth_wif,ETH-USD,WIF-USD,1.593076,2.0,1848.3,0.163954074,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y WIF-USD --pair-id eth_wif --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y WIF-USD --pair-id eth_wif --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
93,sol_wif,SOL-USD,WIF-USD,1.593076,2.0,1848.3,0.163954074,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y WIF-USD --pair-id sol_wif --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y WIF-USD --pair-id sol_wif --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
94,btc_zec,BTC-USD,ZEC-USD,1.529463,5.0,452.347,414.18200293,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ZEC-USD --pair-id btc_zec --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ZEC-USD --pair-id btc_zec --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
95,eth_zec,ETH-USD,ZEC-USD,1.529463,5.0,452.347,414.18200293,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ZEC-USD --pair-id eth_zec --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ZEC-USD --pair-id eth_zec --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
96,sol_zec,SOL-USD,ZEC-USD,1.529463,5.0,452.347,414.18200293,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ZEC-USD --pair-id sol_zec --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ZEC-USD --pair-id sol_zec --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
97,btc_ordi,BTC-USD,ORDI-USD,1.255214,8.0,49.8946,3.139748,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ORDI-USD --pair-id btc_ordi --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ORDI-USD --pair-id btc_ordi --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
98,eth_ordi,ETH-USD,ORDI-USD,1.255214,8.0,49.8946,3.139748,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ORDI-USD --pair-id eth_ordi --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ORDI-USD --pair-id eth_ordi --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
99,sol_ordi,SOL-USD,ORDI-USD,1.255214,8.0,49.8946,3.139748,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ORDI-USD --pair-id sol_ordi --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ORDI-USD --pair-id sol_ordi --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
100,btc_xmr,BTC-USD,XMR-USD,1.162903,2.0,154.445,319.887184,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y XMR-USD --pair-id btc_xmr --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y XMR-USD --pair-id btc_xmr --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
101,eth_xmr,ETH-USD,XMR-USD,1.162903,2.0,154.445,319.887184,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y XMR-USD --pair-id eth_xmr --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y XMR-USD --pair-id eth_xmr --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
102,sol_xmr,SOL-USD,XMR-USD,1.162903,2.0,154.445,319.887184,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y XMR-USD --pair-id sol_xmr --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y XMR-USD --pair-id sol_xmr --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
103,btc_zro,BTC-USD,ZRO-USD,1.031249,5.0,24.757,0.79945192,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ZRO-USD --pair-id btc_zro --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ZRO-USD --pair-id btc_zro --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
104,eth_zro,ETH-USD,ZRO-USD,1.031249,5.0,24.757,0.79945192,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ZRO-USD --pair-id eth_zro --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ZRO-USD --pair-id eth_zro --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
105,sol_zro,SOL-USD,ZRO-USD,1.031249,5.0,24.757,0.79945192,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ZRO-USD --pair-id sol_zro --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ZRO-USD --pair-id sol_zro --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
106,btc_xag,BTC-USD,XAG-USD,1.0236,1.0,127.072,59.13186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y XAG-USD --pair-id btc_xag --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y XAG-USD --pair-id btc_xag --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
107,eth_xag,ETH-USD,XAG-USD,1.0236,1.0,127.072,59.13186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y XAG-USD --pair-id eth_xag --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y XAG-USD --pair-id eth_xag --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
108,sol_xag,SOL-USD,XAG-USD,1.0236,1.0,127.072,59.13186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y XAG-USD --pair-id sol_xag --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y XAG-USD --pair-id sol_xag --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
109,btc_w,BTC-USD,W-USD,1.023172,3.0,44.16889,0.0101476186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y W-USD --pair-id btc_w --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y W-USD --pair-id btc_w --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
110,eth_w,ETH-USD,W-USD,1.023172,3.0,44.16889,0.0101476186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y W-USD --pair-id eth_w --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y W-USD --pair-id eth_w --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
111,sol_w,SOL-USD,W-USD,1.023172,3.0,44.16889,0.0101476186,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y W-USD --pair-id sol_w --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y W-USD --pair-id sol_w --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
112,btc_strk,BTC-USD,STRK-USD,0.994767,3.0,37.35552,0.029035157,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y STRK-USD --pair-id btc_strk --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y STRK-USD --pair-id btc_strk --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
113,eth_strk,ETH-USD,STRK-USD,0.994767,3.0,37.35552,0.029035157,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y STRK-USD --pair-id eth_strk --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y STRK-USD --pair-id eth_strk --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
114,sol_strk,SOL-USD,STRK-USD,0.994767,3.0,37.35552,0.029035157,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y STRK-USD --pair-id sol_strk --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y STRK-USD --pair-id sol_strk --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
115,btc_pyth,BTC-USD,PYTH-USD,0.983508,1.0,100.6776,0.0342470058,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y PYTH-USD --pair-id btc_pyth --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y PYTH-USD --pair-id btc_pyth --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
116,eth_pyth,ETH-USD,PYTH-USD,0.983508,1.0,100.6776,0.0342470058,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y PYTH-USD --pair-id eth_pyth --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y PYTH-USD --pair-id eth_pyth --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
117,sol_pyth,SOL-USD,PYTH-USD,0.983508,1.0,100.6776,0.0342470058,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y PYTH-USD --pair-id sol_pyth --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y PYTH-USD --pair-id sol_pyth --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
118,btc_mon,BTC-USD,MON-USD,0.97098,4.0,22.9329,0.01949670144,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y MON-USD --pair-id btc_mon --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y MON-USD --pair-id btc_mon --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
119,eth_mon,ETH-USD,MON-USD,0.97098,4.0,22.9329,0.01949670144,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y MON-USD --pair-id eth_mon --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y MON-USD --pair-id eth_mon --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
120,sol_mon,SOL-USD,MON-USD,0.97098,4.0,22.9329,0.01949670144,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y MON-USD --pair-id sol_mon --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y MON-USD --pair-id sol_mon --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
121,btc_ldo,BTC-USD,LDO-USD,0.926321,4.0,17.5075,0.248451857,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y LDO-USD --pair-id btc_ldo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y LDO-USD --pair-id btc_ldo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
122,eth_ldo,ETH-USD,LDO-USD,0.926321,4.0,17.5075,0.248451857,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y LDO-USD --pair-id eth_ldo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y LDO-USD --pair-id eth_ldo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
