rank,pair_id,asset_x,asset_y,selector_score,candidate_trades_24h,candidate_volume_24h,candidate_oracle_price,fetch_command,request_template_command,sample_size_note,notes
41,eth_ondo,ETH-USD,ONDO-USD,2.83439,178.0,5088.7406,0.321037536,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ONDO-USD --pair-id eth_ondo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ONDO-USD --pair-id eth_ondo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
42,sol_ondo,SOL-USD,ONDO-USD,2.83439,178.0,5088.7406,0.321037536,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ONDO-USD --pair-id sol_ondo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ONDO-USD --pair-id sol_ondo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
43,btc_atom,BTC-USD,ATOM-USD,2.810996,66.0,19424.765,1.582962394,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ATOM-USD --pair-id btc_atom --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ATOM-USD --pair-id btc_atom --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
44,eth_atom,ETH-USD,ATOM-USD,2.810996,66.0,19424.765,1.582962394,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ATOM-USD --pair-id eth_atom --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ATOM-USD --pair-id eth_atom --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
45,sol_atom,SOL-USD,ATOM-USD,2.810996,66.0,19424.765,1.582962394,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ATOM-USD --pair-id sol_atom --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ATOM-USD --pair-id sol_atom --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
46,btc_pump,BTC-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001310873054,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y PUMP-USD --pair-id btc_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y PUMP-USD --pair-id btc_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
47,eth_pump,ETH-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001310873054,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y PUMP-USD --pair-id eth_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y PUMP-USD --pair-id eth_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
48,sol_pump,SOL-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001310873054,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y PUMP-USD --pair-id sol_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y PUMP-USD --pair-id sol_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
49,btc_ada,BTC-USD,ADA-USD,2.794669,119.0,7376.348,0.1485291918,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ADA-USD --pair-id btc_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ADA-USD --pair-id btc_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
50,eth_ada,ETH-USD,ADA-USD,2.794669,119.0,7376.348,0.1485291918,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ADA-USD --pair-id eth_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ADA-USD --pair-id eth_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
51,sol_ada,SOL-USD,ADA-USD,2.794669,119.0,7376.348,0.1485291918,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ADA-USD --pair-id sol_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ADA-USD --pair-id sol_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
52,btc_inj,BTC-USD,INJ-USD,2.769152,203.0,2872.6628,4.88965383,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y INJ-USD --pair-id btc_inj --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y INJ-USD --pair-id btc_inj --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
53,eth_inj,ETH-USD,INJ-USD,2.769152,203.0,2872.6628,4.88965383,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y INJ-USD --pair-id eth_inj --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y INJ-USD --pair-id eth_inj --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
54,sol_inj,SOL-USD,INJ-USD,2.769152,203.0,2872.6628,4.88965383,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y INJ-USD --pair-id sol_inj --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y INJ-USD --pair-id sol_inj --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
55,btc_dot,BTC-USD,DOT-USD,2.704324,37.0,24610.261,0.856522173,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y DOT-USD --pair-id btc_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y DOT-USD --pair-id btc_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
56,eth_dot,ETH-USD,DOT-USD,2.704324,37.0,24610.261,0.856522173,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y DOT-USD --pair-id eth_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y DOT-USD --pair-id eth_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
57,sol_dot,SOL-USD,DOT-USD,2.704324,37.0,24610.261,0.856522173,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y DOT-USD --pair-id sol_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y DOT-USD --pair-id sol_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
58,btc_sui,BTC-USD,SUI-USD,2.653466,67.0,7670.869,0.7056367631,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y SUI-USD --pair-id btc_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y SUI-USD --pair-id btc_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
59,eth_sui,ETH-USD,SUI-USD,2.653466,67.0,7670.869,0.7056367631,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y SUI-USD --pair-id eth_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y SUI-USD --pair-id eth_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
60,sol_sui,SOL-USD,SUI-USD,2.653466,67.0,7670.869,0.7056367631,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y SUI-USD --pair-id sol_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y SUI-USD --pair-id sol_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
61,btc_pepe,BTC-USD,PEPE-USD,2.609916,27.0,22596.158,2.4121054734e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y PEPE-USD --pair-id btc_pepe --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y PEPE-USD --pair-id btc_pepe --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
62,eth_pepe,ETH-USD,PEPE-USD,2.609916,27.0,22596.158,2.4121054734e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y PEPE-USD --pair-id eth_pepe --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y PEPE-USD --pair-id eth_pepe --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
63,sol_pepe,SOL-USD,PEPE-USD,2.609916,27.0,22596.158,2.4121054734e-06,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y PEPE-USD --pair-id sol_pepe --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y PEPE-USD --pair-id sol_pepe --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
64,btc_ape,BTC-USD,APE-USD,2.432899,19.0,13510.49428,0.147712415,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y APE-USD --pair-id btc_ape --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y APE-USD --pair-id btc_ape --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
65,eth_ape,ETH-USD,APE-USD,2.432899,19.0,13510.49428,0.147712415,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y APE-USD --pair-id eth_ape --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y APE-USD --pair-id eth_ape --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
66,sol_ape,SOL-USD,APE-USD,2.432899,19.0,13510.49428,0.147712415,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y APE-USD --pair-id sol_ape --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y APE-USD --pair-id sol_ape --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
67,btc_jup,BTC-USD,JUP-USD,2.389177,15.0,14680.241,0.2265195031,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y JUP-USD --pair-id btc_jup --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y JUP-USD --pair-id btc_jup --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
68,eth_jup,ETH-USD,JUP-USD,2.389177,15.0,14680.241,0.2265195031,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y JUP-USD --pair-id eth_jup --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y JUP-USD --pair-id eth_jup --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
69,sol_jup,SOL-USD,JUP-USD,2.389177,15.0,14680.241,0.2265195031,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y JUP-USD --pair-id sol_jup --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y JUP-USD --pair-id sol_jup --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
70,btc_jto,BTC-USD,JTO-USD,2.219607,21.0,3429.7055,0.814023172,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y JTO-USD --pair-id btc_jto --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y JTO-USD --pair-id btc_jto --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
71,eth_jto,ETH-USD,JTO-USD,2.219607,21.0,3429.7055,0.814023172,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y JTO-USD --pair-id eth_jto --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y JTO-USD --pair-id eth_jto --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
72,sol_jto,SOL-USD,JTO-USD,2.219607,21.0,3429.7055,0.814023172,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y JTO-USD --pair-id sol_jto --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y JTO-USD --pair-id sol_jto --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
73,btc_icp,BTC-USD,ICP-USD,2.209668,170.0,148.51197,2.19612089,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ICP-USD --pair-id btc_icp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ICP-USD --pair-id btc_icp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
74,eth_icp,ETH-USD,ICP-USD,2.209668,170.0,148.51197,2.19612089,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ICP-USD --pair-id eth_icp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ICP-USD --pair-id eth_icp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
75,sol_icp,SOL-USD,ICP-USD,2.209668,170.0,148.51197,2.19612089,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ICP-USD --pair-id sol_icp --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ICP-USD --pair-id sol_icp --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
76,btc_tia,BTC-USD,TIA-USD,2.206733,12.0,7012.22102,0.37375149,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y TIA-USD --pair-id btc_tia --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y TIA-USD --pair-id btc_tia --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
77,eth_tia,ETH-USD,TIA-USD,2.206733,12.0,7012.22102,0.37375149,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y TIA-USD --pair-id eth_tia --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y TIA-USD --pair-id eth_tia --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
78,sol_tia,SOL-USD,TIA-USD,2.206733,12.0,7012.22102,0.37375149,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y TIA-USD --pair-id sol_tia --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y TIA-USD --pair-id sol_tia --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
79,btc_hbar,BTC-USD,HBAR-USD,2.093604,75.0,257.6958,0.07225829,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y HBAR-USD --pair-id btc_hbar --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y HBAR-USD --pair-id btc_hbar --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
80,eth_hbar,ETH-USD,HBAR-USD,2.093604,75.0,257.6958,0.07225829,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y HBAR-USD --pair-id eth_hbar --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y HBAR-USD --pair-id eth_hbar --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
81,sol_hbar,SOL-USD,HBAR-USD,2.093604,75.0,257.6958,0.07225829,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y HBAR-USD --pair-id sol_hbar --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y HBAR-USD --pair-id sol_hbar --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=41;total_trades=99052;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
