rank,pair_id,asset_x,asset_y,selector_score,candidate_trades_24h,candidate_volume_24h,candidate_oracle_price,fetch_command,request_template_command,sample_size_note,notes
58,btc_bch,BTC-USD,BCH-USD,2.85987,233.0,3942.227,197.2946372,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y BCH-USD --pair-id btc_bch --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y BCH-USD --pair-id btc_bch --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
59,eth_bch,ETH-USD,BCH-USD,2.85987,233.0,3942.227,197.2946372,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y BCH-USD --pair-id eth_bch --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y BCH-USD --pair-id eth_bch --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
60,sol_bch,SOL-USD,BCH-USD,2.85987,233.0,3942.227,197.2946372,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y BCH-USD --pair-id sol_bch --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y BCH-USD --pair-id sol_bch --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
61,btc_ondo,BTC-USD,ONDO-USD,2.83439,178.0,5088.7406,0.314803863,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ONDO-USD --pair-id btc_ondo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ONDO-USD --pair-id btc_ondo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
62,eth_ondo,ETH-USD,ONDO-USD,2.83439,178.0,5088.7406,0.314803863,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ONDO-USD --pair-id eth_ondo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ONDO-USD --pair-id eth_ondo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
63,sol_ondo,SOL-USD,ONDO-USD,2.83439,178.0,5088.7406,0.314803863,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ONDO-USD --pair-id sol_ondo --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ONDO-USD --pair-id sol_ondo --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
64,btc_hype,BTC-USD,HYPE-USD,2.813282,93.0,11843.3788,63.65861211,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y HYPE-USD --pair-id btc_hype --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y HYPE-USD --pair-id btc_hype --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
65,eth_hype,ETH-USD,HYPE-USD,2.813282,93.0,11843.3788,63.65861211,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y HYPE-USD --pair-id eth_hype --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y HYPE-USD --pair-id eth_hype --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
66,sol_hype,SOL-USD,HYPE-USD,2.813282,93.0,11843.3788,63.65861211,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y HYPE-USD --pair-id sol_hype --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y HYPE-USD --pair-id sol_hype --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
67,btc_ada,BTC-USD,ADA-USD,2.799765,117.0,7789.951,0.1468384776,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y ADA-USD --pair-id btc_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y ADA-USD --pair-id btc_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
68,eth_ada,ETH-USD,ADA-USD,2.799765,117.0,7789.951,0.1468384776,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y ADA-USD --pair-id eth_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y ADA-USD --pair-id eth_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
69,sol_ada,SOL-USD,ADA-USD,2.799765,117.0,7789.951,0.1468384776,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y ADA-USD --pair-id sol_ada --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y ADA-USD --pair-id sol_ada --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
70,btc_pump,BTC-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001338108369,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y PUMP-USD --pair-id btc_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y PUMP-USD --pair-id btc_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
71,eth_pump,ETH-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001338108369,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y PUMP-USD --pair-id eth_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y PUMP-USD --pair-id eth_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
72,sol_pump,SOL-USD,PUMP-USD,2.794925,249.0,2455.9872,0.001338108369,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y PUMP-USD --pair-id sol_pump --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y PUMP-USD --pair-id sol_pump --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
73,btc_dot,BTC-USD,DOT-USD,2.725087,39.0,25680.983,0.849216815,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y DOT-USD --pair-id btc_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y DOT-USD --pair-id btc_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
74,eth_dot,ETH-USD,DOT-USD,2.725087,39.0,25680.983,0.849216815,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y DOT-USD --pair-id eth_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y DOT-USD --pair-id eth_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
75,sol_dot,SOL-USD,DOT-USD,2.725087,39.0,25680.983,0.849216815,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y DOT-USD --pair-id sol_dot --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y DOT-USD --pair-id sol_dot --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
76,btc_sui,BTC-USD,SUI-USD,2.70837,72.0,9460.056,0.6947720583,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y SUI-USD --pair-id btc_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y SUI-USD --pair-id btc_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
77,eth_sui,ETH-USD,SUI-USD,2.70837,72.0,9460.056,0.6947720583,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y SUI-USD --pair-id eth_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y SUI-USD --pair-id eth_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
78,sol_sui,SOL-USD,SUI-USD,2.70837,72.0,9460.056,0.6947720583,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x SOL-USD --asset-y SUI-USD --pair-id sol_sui --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x SOL-USD --asset-y SUI-USD --pair-id sol_sui --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
79,btc_ape,BTC-USD,APE-USD,2.454925,23.0,11666.99394,0.148052213,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x BTC-USD --asset-y APE-USD --pair-id btc_ape --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x BTC-USD --asset-y APE-USD --pair-id btc_ape --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
80,eth_ape,ETH-USD,APE-USD,2.454925,23.0,11666.99394,0.148052213,PYTHONPATH=src python3 -m quant_platform.cli fetch-dydx-two-leg-data --asset-x ETH-USD --asset-y APE-USD --pair-id eth_ape --limit 1000 --indexer-base https://indexer.dydx.trade --derive-hedge-ratio,PYTHONPATH=src python3 -m quant_platform.cli dydx-two-leg-request-template --asset-x ETH-USD --asset-y APE-USD --pair-id eth_ape --limit 1000 --indexer-base https://indexer.dydx.trade,pairs_tested=24;total_trades=77036;max_trades_per_run=332;max_observations=23999;minimum=1x_current_history;preferred=1x_current_history,"live selector candidate: not locally cached, not already tested, active CROSS market, positive 24h volume/trades"
