window,pair_id,asset_x,asset_y,resolution,limit,from_iso,to_iso,request_name,method,url,curl,save_as,import_command,notes
36,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-22T05:12:32Z,2026-02-25T16:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-22T05%3A12%3A32Z&toISO=2026-02-25T16%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-22T05%3A12%3A32Z&toISO=2026-02-25T16%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_036/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
37,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-18T17:52:32Z,2026-02-22T05:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-18T17%3A52%3A32Z&toISO=2026-02-22T05%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-18T17%3A52%3A32Z&toISO=2026-02-22T05%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
37,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-18T17:52:32Z,2026-02-22T05:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-18T17%3A52%3A32Z&toISO=2026-02-22T05%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-18T17%3A52%3A32Z&toISO=2026-02-22T05%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_037/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
38,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-15T06:32:32Z,2026-02-18T17:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-15T06%3A32%3A32Z&toISO=2026-02-18T17%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-15T06%3A32%3A32Z&toISO=2026-02-18T17%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
38,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-15T06:32:32Z,2026-02-18T17:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-15T06%3A32%3A32Z&toISO=2026-02-18T17%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-15T06%3A32%3A32Z&toISO=2026-02-18T17%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_038/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
39,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-11T19:12:32Z,2026-02-15T06:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-11T19%3A12%3A32Z&toISO=2026-02-15T06%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-11T19%3A12%3A32Z&toISO=2026-02-15T06%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
39,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-11T19:12:32Z,2026-02-15T06:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-11T19%3A12%3A32Z&toISO=2026-02-15T06%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-11T19%3A12%3A32Z&toISO=2026-02-15T06%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_039/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
40,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-08T07:52:32Z,2026-02-11T19:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-08T07%3A52%3A32Z&toISO=2026-02-11T19%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-08T07%3A52%3A32Z&toISO=2026-02-11T19%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
40,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-08T07:52:32Z,2026-02-11T19:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-08T07%3A52%3A32Z&toISO=2026-02-11T19%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-08T07%3A52%3A32Z&toISO=2026-02-11T19%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_040/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
41,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-04T20:32:32Z,2026-02-08T07:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-04T20%3A32%3A32Z&toISO=2026-02-08T07%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-04T20%3A32%3A32Z&toISO=2026-02-08T07%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
41,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-04T20:32:32Z,2026-02-08T07:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-04T20%3A32%3A32Z&toISO=2026-02-08T07%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-04T20%3A32%3A32Z&toISO=2026-02-08T07%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_041/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
42,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-01T09:12:32Z,2026-02-04T20:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-01T09%3A12%3A32Z&toISO=2026-02-04T20%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-02-01T09%3A12%3A32Z&toISO=2026-02-04T20%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
42,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-02-01T09:12:32Z,2026-02-04T20:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-01T09%3A12%3A32Z&toISO=2026-02-04T20%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-02-01T09%3A12%3A32Z&toISO=2026-02-04T20%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_042/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
43,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-28T21:52:32Z,2026-02-01T09:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-28T21%3A52%3A32Z&toISO=2026-02-01T09%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-28T21%3A52%3A32Z&toISO=2026-02-01T09%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
43,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-28T21:52:32Z,2026-02-01T09:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-28T21%3A52%3A32Z&toISO=2026-02-01T09%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-28T21%3A52%3A32Z&toISO=2026-02-01T09%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_043/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
44,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-25T10:32:32Z,2026-01-28T21:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-25T10%3A32%3A32Z&toISO=2026-01-28T21%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-25T10%3A32%3A32Z&toISO=2026-01-28T21%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
44,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-25T10:32:32Z,2026-01-28T21:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-25T10%3A32%3A32Z&toISO=2026-01-28T21%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-25T10%3A32%3A32Z&toISO=2026-01-28T21%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_044/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
45,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-21T23:12:32Z,2026-01-25T10:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-21T23%3A12%3A32Z&toISO=2026-01-25T10%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-21T23%3A12%3A32Z&toISO=2026-01-25T10%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
45,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-21T23:12:32Z,2026-01-25T10:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-21T23%3A12%3A32Z&toISO=2026-01-25T10%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-21T23%3A12%3A32Z&toISO=2026-01-25T10%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_045/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
46,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-18T11:52:32Z,2026-01-21T23:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-18T11%3A52%3A32Z&toISO=2026-01-21T23%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-18T11%3A52%3A32Z&toISO=2026-01-21T23%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
46,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-18T11:52:32Z,2026-01-21T23:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-18T11%3A52%3A32Z&toISO=2026-01-21T23%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-18T11%3A52%3A32Z&toISO=2026-01-21T23%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_046/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
47,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-15T00:32:32Z,2026-01-18T11:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-15T00%3A32%3A32Z&toISO=2026-01-18T11%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-15T00%3A32%3A32Z&toISO=2026-01-18T11%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
47,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-15T00:32:32Z,2026-01-18T11:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-15T00%3A32%3A32Z&toISO=2026-01-18T11%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-15T00%3A32%3A32Z&toISO=2026-01-18T11%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_047/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
48,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-11T13:12:32Z,2026-01-15T00:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-11T13%3A12%3A32Z&toISO=2026-01-15T00%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-01-11T13%3A12%3A32Z&toISO=2026-01-15T00%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
48,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-01-11T13:12:32Z,2026-01-15T00:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-11T13%3A12%3A32Z&toISO=2026-01-15T00%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-01-11T13%3A12%3A32Z&toISO=2026-01-15T00%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_048/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
