window,pair_id,asset_x,asset_y,resolution,limit,from_iso,to_iso,request_name,method,url,curl,save_as,import_command,notes
11,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-20T00:32:32Z,2026-05-23T11:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-20T00%3A32%3A32Z&toISO=2026-05-23T11%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-20T00%3A32%3A32Z&toISO=2026-05-23T11%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_011/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_011/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_011/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
12,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-16T13:12:32Z,2026-05-20T00:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-16T13%3A12%3A32Z&toISO=2026-05-20T00%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-16T13%3A12%3A32Z&toISO=2026-05-20T00%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
12,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-16T13:12:32Z,2026-05-20T00:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-16T13%3A12%3A32Z&toISO=2026-05-20T00%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-16T13%3A12%3A32Z&toISO=2026-05-20T00%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_012/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
13,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-13T01:52:32Z,2026-05-16T13:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-13T01%3A52%3A32Z&toISO=2026-05-16T13%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-13T01%3A52%3A32Z&toISO=2026-05-16T13%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
13,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-13T01:52:32Z,2026-05-16T13:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-13T01%3A52%3A32Z&toISO=2026-05-16T13%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-13T01%3A52%3A32Z&toISO=2026-05-16T13%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_013/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
14,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-09T14:32:32Z,2026-05-13T01:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-09T14%3A32%3A32Z&toISO=2026-05-13T01%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-09T14%3A32%3A32Z&toISO=2026-05-13T01%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
14,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-09T14:32:32Z,2026-05-13T01:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-09T14%3A32%3A32Z&toISO=2026-05-13T01%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-09T14%3A32%3A32Z&toISO=2026-05-13T01%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_014/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
15,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-06T03:12:32Z,2026-05-09T14:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-06T03%3A12%3A32Z&toISO=2026-05-09T14%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-06T03%3A12%3A32Z&toISO=2026-05-09T14%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
15,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-06T03:12:32Z,2026-05-09T14:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-06T03%3A12%3A32Z&toISO=2026-05-09T14%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-06T03%3A12%3A32Z&toISO=2026-05-09T14%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_015/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
16,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-02T15:52:32Z,2026-05-06T03:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-02T15%3A52%3A32Z&toISO=2026-05-06T03%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-05-02T15%3A52%3A32Z&toISO=2026-05-06T03%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
16,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-05-02T15:52:32Z,2026-05-06T03:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-02T15%3A52%3A32Z&toISO=2026-05-06T03%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-05-02T15%3A52%3A32Z&toISO=2026-05-06T03%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_016/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
17,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-29T04:32:32Z,2026-05-02T15:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-29T04%3A32%3A32Z&toISO=2026-05-02T15%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-29T04%3A32%3A32Z&toISO=2026-05-02T15%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
17,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-29T04:32:32Z,2026-05-02T15:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-29T04%3A32%3A32Z&toISO=2026-05-02T15%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-29T04%3A32%3A32Z&toISO=2026-05-02T15%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_017/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
18,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-25T17:12:32Z,2026-04-29T04:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-25T17%3A12%3A32Z&toISO=2026-04-29T04%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-25T17%3A12%3A32Z&toISO=2026-04-29T04%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
18,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-25T17:12:32Z,2026-04-29T04:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-25T17%3A12%3A32Z&toISO=2026-04-29T04%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-25T17%3A12%3A32Z&toISO=2026-04-29T04%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_018/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
19,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-22T05:52:32Z,2026-04-25T17:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-22T05%3A52%3A32Z&toISO=2026-04-25T17%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-22T05%3A52%3A32Z&toISO=2026-04-25T17%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
19,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-22T05:52:32Z,2026-04-25T17:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-22T05%3A52%3A32Z&toISO=2026-04-25T17%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-22T05%3A52%3A32Z&toISO=2026-04-25T17%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_019/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
20,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-18T18:32:32Z,2026-04-22T05:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-18T18%3A32%3A32Z&toISO=2026-04-22T05%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-18T18%3A32%3A32Z&toISO=2026-04-22T05%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
20,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-18T18:32:32Z,2026-04-22T05:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-18T18%3A32%3A32Z&toISO=2026-04-22T05%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-18T18%3A32%3A32Z&toISO=2026-04-22T05%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_020/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
21,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-15T07:12:32Z,2026-04-18T18:32:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-15T07%3A12%3A32Z&toISO=2026-04-18T18%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-15T07%3A12%3A32Z&toISO=2026-04-18T18%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
21,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-15T07:12:32Z,2026-04-18T18:32:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-15T07%3A12%3A32Z&toISO=2026-04-18T18%3A32%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-15T07%3A12%3A32Z&toISO=2026-04-18T18%3A32%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_021/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
22,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-11T19:52:32Z,2026-04-15T07:12:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-11T19%3A52%3A32Z&toISO=2026-04-15T07%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-11T19%3A52%3A32Z&toISO=2026-04-15T07%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
22,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-11T19:52:32Z,2026-04-15T07:12:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-11T19%3A52%3A32Z&toISO=2026-04-15T07%3A12%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-11T19%3A52%3A32Z&toISO=2026-04-15T07%3A12%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_022/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
23,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-08T08:32:32Z,2026-04-11T19:52:32Z,asset_x_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-08T08%3A32%3A32Z&toISO=2026-04-11T19%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/ETH-USD?resolution=5MINS&fromISO=2026-04-08T08%3A32%3A32Z&toISO=2026-04-11T19%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/ETH-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/ETH-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/ETH-USD_5MINS_candles.json,Download 5MINS candles for ETH-USD; this supplies price_x.
23,eth_link,ETH-USD,LINK-USD,5MINS,1000,2026-04-08T08:32:32Z,2026-04-11T19:52:32Z,asset_y_candles_5mins,GET,https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-08T08%3A32%3A32Z&toISO=2026-04-11T19%3A52%3A32Z&limit=1000,curl -L 'https://indexer.dydx.trade/v4/candles/perpetualMarkets/LINK-USD?resolution=5MINS&fromISO=2026-04-08T08%3A32%3A32Z&toISO=2026-04-11T19%3A52%3A32Z&limit=1000' -H 'Content-Type: application/json' -o '/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/LINK-USD_5MINS_candles.json',/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/LINK-USD_5MINS_candles.json,PYTHONPATH=src python3 -m quant_platform.cli import-dydx-candles --json-path /Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/dydx_long_history/eth_link/window_023/LINK-USD_5MINS_candles.json,Download 5MINS candles for LINK-USD; this supplies price_y.
