run_id,timestamp_utc,open_gaps,pass_gates,critical,high,medium
red_team_2026-06-27_042740Z,2026-06-27_042740Z,4,1,1,2,1
red_team_2026-06-27_043006Z,2026-06-27_043006Z,4,1,1,2,1
red_team_2026-06-27_043546Z,2026-06-27_043546Z,4,1,1,2,1
red_team_2026-06-27_045330Z,2026-06-27_045330Z,4,1,1,2,1
red_team_2026-06-27_045602Z,2026-06-27_045602Z,4,1,1,2,1
red_team_2026-06-27_050141Z,2026-06-27_050141Z,4,1,1,2,1
red_team_2026-06-27_050209Z,2026-06-27_050209Z,4,1,1,2,1
red_team_2026-06-27_050348Z,2026-06-27_050348Z,4,1,1,2,1
red_team_2026-06-27_050414Z,2026-06-27_050414Z,4,1,1,2,1
red_team_2026-06-27_050635Z,2026-06-27_050635Z,4,1,1,2,1
red_team_2026-06-27_050701Z,2026-06-27_050701Z,4,1,1,2,1
red_team_2026-06-27_051833Z,2026-06-27_051833Z,4,1,1,2,1
red_team_2026-06-27_052020Z,2026-06-27_052020Z,4,1,1,2,1
red_team_2026-06-27_052345Z,2026-06-27_052345Z,4,1,1,2,1
red_team_2026-06-27_052633Z,2026-06-27_052633Z,4,1,1,2,1
red_team_2026-06-27_053310Z,2026-06-27_053310Z,3,2,0,2,1
red_team_2026-06-27_053538Z,2026-06-27_053538Z,3,2,0,2,1
red_team_2026-06-27_053911Z,2026-06-27_053911Z,2,3,0,2,0
red_team_2026-06-27_191730Z,2026-06-27_191730Z,2,3,0,2,0
red_team_2026-06-27_222140Z,2026-06-27_222140Z,2,3,0,2,0
red_team_2026-06-27_222229Z,2026-06-27_222229Z,2,3,0,2,0
red_team_2026-06-27_222311Z,2026-06-27_222311Z,2,3,0,2,0
red_team_2026-06-27_222349Z,2026-06-27_222349Z,2,3,0,2,0
red_team_2026-06-27_223813Z,2026-06-27_223813Z,2,3,0,2,0
red_team_2026-06-27_223854Z,2026-06-27_223854Z,2,3,0,2,0
red_team_2026-06-27_223936Z,2026-06-27_223936Z,2,3,0,2,0
red_team_2026-06-27_224051Z,2026-06-27_224051Z,2,3,0,2,0
