path,pair,history_rows,capture_candidate_paths,best_candidate_path,best_candidate_type,best_candidate_rows,found_required_fields,required_field_locations,execution_assumption_locations,missing_required_fields,missing_baseline_fields,missing_ecm_fields,missing_two_leg_fields,missing_execution_assumption_fields,capture_completeness_score,capture_fetches,capture_xhrs,capture_worker_messages,capture_wasm_extracts,capture_har_entries,capture_har_response_texts,capture_har_dydx_candle_requests,capture_storage_items,capture_indexeddb_databases,capture_scripts,capture_resources,capture_payload_sources,baseline_ready,ecm_ready,two_leg_ready,execution_assumptions_ready,import_ready,research_spine_ready,next_capture_focus,capture_operator_hint
/Users/gregc/Documents/Codex/TheWiz-publish-20260625/data/raw/pair_details/pair_BNB_USD_LINK_USD_5mins_dydx_candles_derived_history.json,BNB-USD-LINK-USD,91,1,$.history,list_of_records,91,ecm_strength;ecm_x;ecm_y;price_x;price_y;spread;zscore,ecm_strength=$.history;ecm_x=$.history;ecm_y=$.history;price_x=$.history;price_y=$.history;spread=$.history;zscore=$.history,beta=$.history;funding_x_bps=$.history;funding_y_bps=$.history;hedge_ratio=$.history,,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,none,True,True,True,True,True,True,ready_for_research_spine,ready:import_capture_and_run_research_spine
