pair,strategy_id,strategy_name,family,regime,cost_bucket,status,eligible,reason,trades,profit_factor,expectancy,sharpe,max_drawdown,win_rate,total_return,observations,gross_return,total_fees,total_slippage,total_funding,total_execution_risk,total_partial_fill_cost,avg_gross_exposure,backtest_mode,has_price_x,has_price_y,has_hedge_ratio,has_beta,has_funding_x,has_funding_y,rank_score,rank
BTC-USD-SOL-USD,22,GMM Regime Model,regime,bear,base,evaluated,False,trades<100,1,inf,0.24548294199876705,4.288316891084268,0.10574651385729356,1.0,0.2676143283215493,1707,0.2693544730385773,0.0005,0.0004,0.00026138710710608845,0.0002,1e-05,0.9589923842999414,two_leg,True,True,True,True,True,True,197.1441374178547,1
BTC-USD-SOL-USD,22,GMM Regime Model,regime,bear,stress,evaluated,False,trades<100,1,inf,0.24463294199876706,4.273105798228388,0.10574651385729428,1.0,0.2665356588193264,1707,0.2693544730385773,0.00075,0.0008,0.00026138710710608845,0.0004,1e-05,0.9589923842999414,two_leg,True,True,True,True,True,True,196.90702648929587,2
BTC-USD-SOL-USD,12,Hurst Filter,mean_reversion,bear,base,evaluated,False,trades<100,1,inf,0.2427508399005007,4.2397740096148055,0.10574651385729532,1.0,0.264152202609087,1707,0.2658882061270831,0.0005,0.0004,0.00026187002636997043,0.0002,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.38549839333336,3
BTC-USD-SOL-USD,13,Hurst + Half-Life,mean_reversion,bear,base,evaluated,False,trades<100,1,inf,0.2427508399005007,4.2397740096148055,0.10574651385729532,1.0,0.264152202609087,1707,0.2658882061270831,0.0005,0.0004,0.00026187002636997043,0.0002,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.38549839333336,4
BTC-USD-SOL-USD,21,HMM Regime Model,regime,bear,base,evaluated,False,trades<100,1,inf,0.2427508399005007,4.2397740096148055,0.10574651385729532,1.0,0.264152202609087,1707,0.2658882061270831,0.0005,0.0004,0.00026187002636997043,0.0002,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.38549839333336,5
BTC-USD-SOL-USD,23,KMeans Regime Model,regime,bear,base,evaluated,False,trades<100,1,inf,0.2427508399005007,4.2397740096148055,0.10574651385729532,1.0,0.264152202609087,1707,0.2658882061270831,0.0005,0.0004,0.00026187002636997043,0.0002,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.38549839333336,6
BTC-USD-SOL-USD,12,Hurst Filter,mean_reversion,bear,stress,evaluated,False,trades<100,1,inf,0.2419008399005007,4.224570371483827,0.10574651385729443,1.0,0.263076479183872,1707,0.2658882061270831,0.00075,0.0008,0.00026187002636997043,0.0004,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.14846201202363,7
BTC-USD-SOL-USD,13,Hurst + Half-Life,mean_reversion,bear,stress,evaluated,False,trades<100,1,inf,0.2419008399005007,4.224570371483827,0.10574651385729443,1.0,0.263076479183872,1707,0.2658882061270831,0.00075,0.0008,0.00026187002636997043,0.0004,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.14846201202363,8
BTC-USD-SOL-USD,21,HMM Regime Model,regime,bear,stress,evaluated,False,trades<100,1,inf,0.2419008399005007,4.224570371483827,0.10574651385729443,1.0,0.263076479183872,1707,0.2658882061270831,0.00075,0.0008,0.00026187002636997043,0.0004,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.14846201202363,9
BTC-USD-SOL-USD,23,KMeans Regime Model,regime,bear,stress,evaluated,False,trades<100,1,inf,0.2419008399005007,4.224570371483827,0.10574651385729443,1.0,0.263076479183872,1707,0.2658882061270831,0.00075,0.0008,0.00026187002636997043,0.0004,1e-05,0.9642647920328061,two_leg,True,True,True,True,True,True,196.14846201202363,10
SOL-USD-LINK-USD,16,Profile Match,ml,bull,base,evaluated,False,trades<100,1,inf,0.025867914450954037,8.123098318187234,0.014312937226685807,1.0,0.025809636685315995,116,0.02707474394531717,0.0005,0.0004,0.00012192385980818413,0.0002,1e-05,0.896551724137931,two_leg,True,True,True,True,True,True,186.87114458376112,11
